python -m agents.afterstate_trainer --selfplay 2000000 --alpha 0.1 --alpha-final 0.001 --epsilon-start 1.0 --epsilon-min 0.001 --gamma 1.0 --seed 1 --output trained_models/w_100_s1_1m.npy --mix 0               
W-table initialised: 2154 terminal winning states set to 1.0 (1.9% of 113028 states).

Phase 2: 2000000 self-play episodes (update=mc, gamma=1.0, eps 1.0 -> 0.001, alpha 0.1 -> 0.001)...
  Ep  760000/2000000 | eps=0.0724 | alpha=0.0174 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/0.5%L/2.0%D | 1616s
  Ep  765000/2000000 | eps=0.0712 | alpha=0.0172 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 98.0%W/0.5%L/1.5%D | 1628s
  Ep  770000/2000000 | eps=0.0700 | alpha=0.0170 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/1.5%L/2.5%D | 1641s
  Ep  775000/2000000 | eps=0.0688 | alpha=0.0168 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/1.5%L/2.5%D | 1658s
  Ep  780000/2000000 | eps=0.0676 | alpha=0.0166 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.0%W/0.5%L/4.5%D | 1674s
  Ep  785000/2000000 | eps=0.0665 | alpha=0.0164 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.5%W/1.0%L/4.5%D | 1688s
  Ep  790000/2000000 | eps=0.0653 | alpha=0.0162 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/1.5%L/1.0%D | 1702s
  Ep  795000/2000000 | eps=0.0642 | alpha=0.0160 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.0%L/3.5%D | 1716s
  Ep  800000/2000000 | eps=0.0631 | alpha=0.0158 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/0.5%L/3.5%D | 1730s
  Ep  805000/2000000 | eps=0.0620 | alpha=0.0157 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/1.5%L/2.0%D | 1743s
  Ep  810000/2000000 | eps=0.0610 | alpha=0.0155 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.5%L/3.0%D | 1758s
  Ep  815000/2000000 | eps=0.0599 | alpha=0.0153 | vs Random: 99.5%W/0.5%L/0.0%D | vs Naive: 96.0%W/0.5%L/3.5%D | 1773s
  Ep  820000/2000000 | eps=0.0589 | alpha=0.0151 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/0.0%L/4.0%D | 1789s
  Ep  825000/2000000 | eps=0.0579 | alpha=0.0150 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.5%W/0.5%L/5.0%D | 1804s
  Ep  830000/2000000 | eps=0.0569 | alpha=0.0148 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/0.5%L/4.0%D | 1824s
  Ep  835000/2000000 | eps=0.0559 | alpha=0.0146 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/1.0%L/2.5%D | 1838s
  Ep  840000/2000000 | eps=0.0550 | alpha=0.0145 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/0.0%L/4.5%D | 1849s
  Ep  845000/2000000 | eps=0.0540 | alpha=0.0143 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/0.5%L/2.0%D | 1859s
  Ep  850000/2000000 | eps=0.0531 | alpha=0.0141 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/0.5%L/2.0%D | 1868s
  Ep  855000/2000000 | eps=0.0522 | alpha=0.0140 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.0%L/3.5%D | 1882s
  Ep  860000/2000000 | eps=0.0513 | alpha=0.0138 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 93.5%W/1.5%L/5.0%D | 1895s
  Ep  865000/2000000 | eps=0.0504 | alpha=0.0136 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/0.5%L/3.5%D | 1907s
  Ep  870000/2000000 | eps=0.0495 | alpha=0.0135 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/0.0%L/2.5%D | 1922s
  Ep  875000/2000000 | eps=0.0487 | alpha=0.0133 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.0%L/3.5%D | 1937s
  Ep  880000/2000000 | eps=0.0479 | alpha=0.0132 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.0%W/2.0%L/3.0%D | 1957s
  Ep  885000/2000000 | eps=0.0470 | alpha=0.0130 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.0%W/0.0%L/3.0%D | 1976s
  Ep  890000/2000000 | eps=0.0462 | alpha=0.0129 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/0.5%L/4.0%D | 1998s
  Ep  895000/2000000 | eps=0.0454 | alpha=0.0127 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/0.5%L/2.0%D | 2018s
  Ep  900000/2000000 | eps=0.0447 | alpha=0.0126 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 98.0%W/0.5%L/1.5%D | 2036s
  Ep  905000/2000000 | eps=0.0439 | alpha=0.0124 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.5%W/1.5%L/4.0%D | 2049s
  Ep  910000/2000000 | eps=0.0432 | alpha=0.0123 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.0%L/3.5%D | 2062s
  Ep  915000/2000000 | eps=0.0424 | alpha=0.0122 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.0%W/0.5%L/4.5%D | 2074s
  Ep  920000/2000000 | eps=0.0417 | alpha=0.0120 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/2.0%L/2.0%D | 2087s
  Ep  925000/2000000 | eps=0.0410 | alpha=0.0119 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.0%W/4.0%L/2.0%D | 2104s
  Ep  930000/2000000 | eps=0.0403 | alpha=0.0117 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/3.0%L/1.5%D | 2123s
  Ep  935000/2000000 | eps=0.0396 | alpha=0.0116 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/0.0%L/4.5%D | 2137s
  Ep  940000/2000000 | eps=0.0389 | alpha=0.0115 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/1.0%L/3.0%D | 2156s
  Ep  945000/2000000 | eps=0.0382 | alpha=0.0114 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/1.0%L/3.5%D | 2177s
  Ep  950000/2000000 | eps=0.0376 | alpha=0.0112 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.0%W/0.0%L/3.0%D | 2200s
  Ep  955000/2000000 | eps=0.0369 | alpha=0.0111 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.5%W/1.0%L/4.5%D | 2217s
  Ep  960000/2000000 | eps=0.0363 | alpha=0.0110 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/0.5%L/4.0%D | 2231s
  Ep  965000/2000000 | eps=0.0357 | alpha=0.0108 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/0.0%L/4.0%D | 2242s
  Ep  970000/2000000 | eps=0.0351 | alpha=0.0107 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/2.0%L/2.5%D | 2253s
  Ep  975000/2000000 | eps=0.0345 | alpha=0.0106 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/2.0%L/1.5%D | 2265s
  Ep  980000/2000000 | eps=0.0339 | alpha=0.0105 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.0%L/3.5%D | 2279s
  Ep  985000/2000000 | eps=0.0333 | alpha=0.0104 | vs Random: 99.5%W/0.5%L/0.0%D | vs Naive: 96.0%W/0.5%L/3.5%D | 2291s
  Ep  990000/2000000 | eps=0.0327 | alpha=0.0102 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.0%W/0.5%L/2.5%D | 2303s
  Ep  995000/2000000 | eps=0.0322 | alpha=0.0101 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.0%W/2.5%L/0.5%D | 2315s
  Ep 1000000/2000000 | eps=0.0316 | alpha=0.0100 | vs Random: 99.5%W/0.5%L/0.0%D | vs Naive: 97.5%W/0.5%L/2.0%D | 2331s
  Ep 1005000/2000000 | eps=0.0311 | alpha=0.0099 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/0.5%L/4.0%D | 2349s
  Ep 1010000/2000000 | eps=0.0305 | alpha=0.0098 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/0.0%L/2.5%D | 2368s
  Ep 1015000/2000000 | eps=0.0300 | alpha=0.0097 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.0%W/1.0%L/2.0%D | 2385s
  Ep 1020000/2000000 | eps=0.0295 | alpha=0.0095 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/0.0%L/4.0%D | 2401s
  Ep 1025000/2000000 | eps=0.0290 | alpha=0.0094 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 93.5%W/0.0%L/6.5%D | 2419s
  Ep 1030000/2000000 | eps=0.0285 | alpha=0.0093 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.5%W/0.5%L/5.0%D | 2440s
  Ep 1035000/2000000 | eps=0.0280 | alpha=0.0092 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.0%L/3.5%D | 2463s
  Ep 1040000/2000000 | eps=0.0275 | alpha=0.0091 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 98.5%W/0.5%L/1.0%D | 2486s
  Ep 1045000/2000000 | eps=0.0271 | alpha=0.0090 | vs Random: 99.5%W/0.5%L/0.0%D | vs Naive: 97.0%W/0.5%L/2.5%D | 2506s
  Ep 1050000/2000000 | eps=0.0266 | alpha=0.0089 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/1.0%L/3.0%D | 2521s
  Ep 1055000/2000000 | eps=0.0262 | alpha=0.0088 | vs Random: 99.5%W/0.5%L/0.0%D | vs Naive: 96.5%W/0.5%L/3.0%D | 2534s
  Ep 1060000/2000000 | eps=0.0257 | alpha=0.0087 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.0%W/2.0%L/3.0%D | 2550s
  Ep 1065000/2000000 | eps=0.0253 | alpha=0.0086 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.0%W/0.5%L/4.5%D | 2566s
  Ep 1070000/2000000 | eps=0.0248 | alpha=0.0085 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.0%W/1.0%L/2.0%D | 2584s
  Ep 1075000/2000000 | eps=0.0244 | alpha=0.0084 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.0%W/0.5%L/4.5%D | 2601s
  Ep 1080000/2000000 | eps=0.0240 | alpha=0.0083 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.0%W/1.0%L/2.0%D | 2617s
  Ep 1085000/2000000 | eps=0.0236 | alpha=0.0082 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/0.5%L/3.5%D | 2631s
  Ep 1090000/2000000 | eps=0.0232 | alpha=0.0081 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.5%L/3.0%D | 2644s
  Ep 1095000/2000000 | eps=0.0228 | alpha=0.0080 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 93.5%W/2.5%L/4.0%D | 2658s
  Ep 1100000/2000000 | eps=0.0224 | alpha=0.0079 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.5%L/3.0%D | 2675s
  Ep 1105000/2000000 | eps=0.0220 | alpha=0.0079 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 92.0%W/4.0%L/4.0%D | 2692s
  Ep 1110000/2000000 | eps=0.0216 | alpha=0.0078 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.0%W/2.5%L/3.5%D | 2707s
  Ep 1115000/2000000 | eps=0.0213 | alpha=0.0077 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.5%W/1.5%L/4.0%D | 2722s
  Ep 1120000/2000000 | eps=0.0209 | alpha=0.0076 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.0%W/1.5%L/4.5%D | 2738s
  Ep 1125000/2000000 | eps=0.0205 | alpha=0.0075 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.5%W/2.0%L/3.5%D | 2757s
  Ep 1130000/2000000 | eps=0.0202 | alpha=0.0074 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.0%W/0.5%L/2.5%D | 2778s
  Ep 1135000/2000000 | eps=0.0198 | alpha=0.0073 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/0.5%L/3.5%D | 2800s
  Ep 1140000/2000000 | eps=0.0195 | alpha=0.0072 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/2.5%L/2.0%D | 2822s
  Ep 1145000/2000000 | eps=0.0192 | alpha=0.0072 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/1.0%L/2.5%D | 2844s
  Ep 1150000/2000000 | eps=0.0188 | alpha=0.0071 | vs Random: 99.5%W/0.5%L/0.0%D | vs Naive: 98.0%W/0.5%L/1.5%D | 2861s
  Ep 1155000/2000000 | eps=0.0185 | alpha=0.0070 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/1.0%L/3.5%D | 2883s
  Ep 1160000/2000000 | eps=0.0182 | alpha=0.0069 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.0%W/0.5%L/4.5%D | 2912s
  Ep 1165000/2000000 | eps=0.0179 | alpha=0.0068 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.0%W/1.0%L/5.0%D | 2938s
  Ep 1170000/2000000 | eps=0.0176 | alpha=0.0068 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 98.0%W/0.0%L/2.0%D | 2965s
  Ep 1175000/2000000 | eps=0.0173 | alpha=0.0067 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.0%W/2.0%L/3.0%D | 2990s
  Ep 1180000/2000000 | eps=0.0170 | alpha=0.0066 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.5%W/0.0%L/5.5%D | 3011s
  Ep 1185000/2000000 | eps=0.0167 | alpha=0.0065 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 98.0%W/0.0%L/2.0%D | 3034s
  Ep 1190000/2000000 | eps=0.0164 | alpha=0.0065 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 93.5%W/0.5%L/6.0%D | 3058s
  Ep 1195000/2000000 | eps=0.0161 | alpha=0.0064 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/0.0%L/2.5%D | 3085s
  Ep 1200000/2000000 | eps=0.0158 | alpha=0.0063 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.0%L/3.5%D | 3114s
  Ep 1205000/2000000 | eps=0.0156 | alpha=0.0062 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 93.0%W/0.5%L/6.5%D | 3141s
  Ep 1210000/2000000 | eps=0.0153 | alpha=0.0062 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.5%L/3.0%D | 3161s
  Ep 1215000/2000000 | eps=0.0150 | alpha=0.0061 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.0%L/3.5%D | 3180s
  Ep 1220000/2000000 | eps=0.0148 | alpha=0.0060 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.5%W/0.5%L/5.0%D | 3209s
  Ep 1225000/2000000 | eps=0.0145 | alpha=0.0060 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/0.0%L/2.5%D | 3236s
  Ep 1230000/2000000 | eps=0.0143 | alpha=0.0059 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.0%W/0.5%L/4.5%D | 3256s
  Ep 1235000/2000000 | eps=0.0140 | alpha=0.0058 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.0%W/0.0%L/5.0%D | 3282s
  Ep 1240000/2000000 | eps=0.0138 | alpha=0.0058 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 98.0%W/0.0%L/2.0%D | 3302s
  Ep 1245000/2000000 | eps=0.0136 | alpha=0.0057 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.5%L/3.0%D | 3317s
  Ep 1250000/2000000 | eps=0.0133 | alpha=0.0056 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.0%W/2.5%L/3.5%D | 3345s
  Ep 1255000/2000000 | eps=0.0131 | alpha=0.0056 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 92.5%W/1.0%L/6.5%D | 3372s
  Ep 1260000/2000000 | eps=0.0129 | alpha=0.0055 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.0%W/0.5%L/5.5%D | 3389s
  Ep 1265000/2000000 | eps=0.0127 | alpha=0.0054 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.5%L/3.0%D | 3404s
  Ep 1270000/2000000 | eps=0.0124 | alpha=0.0054 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/2.5%L/1.5%D | 3418s
  Ep 1275000/2000000 | eps=0.0122 | alpha=0.0053 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.0%W/1.0%L/2.0%D | 3442s
  Ep 1280000/2000000 | eps=0.0120 | alpha=0.0052 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 92.0%W/3.0%L/5.0%D | 3472s
  Ep 1285000/2000000 | eps=0.0118 | alpha=0.0052 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/1.0%L/3.5%D | 3503s
  Ep 1290000/2000000 | eps=0.0116 | alpha=0.0051 | vs Random: 99.5%W/0.5%L/0.0%D | vs Naive: 96.5%W/0.5%L/3.0%D | 3530s
  Ep 1295000/2000000 | eps=0.0114 | alpha=0.0051 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/0.0%L/3.5%D | 3563s
  Ep 1300000/2000000 | eps=0.0112 | alpha=0.0050 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 98.0%W/0.0%L/2.0%D | 3597s
  Ep 1305000/2000000 | eps=0.0110 | alpha=0.0050 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/0.0%L/2.5%D | 3628s
  Ep 1310000/2000000 | eps=0.0108 | alpha=0.0049 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/0.5%L/2.0%D | 3648s
  Ep 1315000/2000000 | eps=0.0107 | alpha=0.0048 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 94.5%W/1.5%L/4.0%D | 3666s
  Ep 1320000/2000000 | eps=0.0105 | alpha=0.0048 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 95.5%W/1.5%L/3.0%D | 3697s
  Ep 1325000/2000000 | eps=0.0103 | alpha=0.0047 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.0%W/1.0%L/3.0%D | 3726s
  Ep 1330000/2000000 | eps=0.0101 | alpha=0.0047 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.0%W/1.0%L/2.0%D | 3757s
  Ep 1335000/2000000 | eps=0.0099 | alpha=0.0046 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.0%W/1.5%L/1.5%D | 3782s
  Ep 1340000/2000000 | eps=0.0098 | alpha=0.0046 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 97.5%W/0.5%L/2.0%D | 3807s
  Ep 1345000/2000000 | eps=0.0096 | alpha=0.0045 | vs Random: 100.0%W/0.0%L/0.0%D | vs Naive: 96.5%W/1.5%L/2.0%D | 3834s
